username,review_type,published_date,score,votes,review_text,profile_url,platform
Gabsprox,user,"Aug 15, 2020",10,0,"Jogo divertido pra krl,recomendo a todos,mapas bem coloridos e vivos,musica cativante e uma jogabilidade otima",https://www.metacritic.com/user/Gabsprox,ps4
squeezo828,user,"Aug 15, 2020",3,0,It’s boring. It controls bad. It’s music sucks and it’s visuals are too colorful they hurt your eyes. Stay away. This isn’t it,https://www.metacritic.com/user/squeezo828,ps4
JamesonGrey,user,"Aug 15, 2020",0,0,"This game is absolute trash. Has nothing to do with the servers, this is purely based on gameplay alone. Not quite sure about the sentiment against particular color teams but if you find yourself on the wrong colored team be prepared for teammates to quit and to get ganged up on. Buttons are legit unresponsive when grabbing or jumping. I played for a good 5-6 hours to get a solid feel for the game and uninstalled it. Glad it was free cause I'd be pissed if I paid for this garbage. Maybe some people like games where cheating and bullying are encouraged all in the name of fun, but I'll pass. Far better options out there worth my time and money.",https://www.metacritic.com/user/JamesonGrey,ps4
ivanvan109,user,"Aug 14, 2020",8,0,"El juego es bueno lo malo es que los controles son algo raros pero te acostumbras, los graficos estan bien, el diseño de niveles de los mapas estan bien excepto que hay algunos que no me gusta y se me desconecta del servidor  a ratos pero no siempre",https://www.metacritic.com/user/ivanvan109,ps4
Milidante,user,"Aug 14, 2020",8,0,Its very good to see a non-shooter battle royal these days. I’m really sick with repeatitive copy kinda battle royals that only summarized in drop from your balloon or pod or anything then loot for guns and upgrades and after that start kill each other! Fall guys give battle royal world a new life. Its so much colorful happy and very fun mini-game based battle royal that players compete each other in fun and dumb ways. Thanks to media tonic and sony for this lovely game for free on plus this month. Anyway I’m gonna buy it after that. If you really need some fun times with your friends fall guys is best choice!,https://www.metacritic.com/user/Milidante,ps4
Prrgangsta,user,"Aug 14, 2020",6,0,"So I downloaded the game since it is free for ps+ members this month. The game is fun but it is also very frustrating to the point I don't want to play it. All you get for your frustration are cosmetics or items you can use to unlock, you guessed it, more cosmetics. The game is an interesting idea but I don't see this game as being relevant in a few months even if they add more courses and mini games. I love shows like Wipeout and Ninja Warrior but I think I realized I enjoy watching it more rather than actually playing it.",https://www.metacritic.com/user/Prrgangsta,ps4
CameronnP,user,"Aug 14, 2020",10,0,"This Game is fantasticly fun, and has so much future potential. They did have server issues due to the unexpected success of their game upon launch but it's fixed now and the game is great. Play it immediately.",https://www.metacritic.com/user/CameronnP,ps4
fortwaynebatman,user,"Aug 14, 2020",9,0,"I give it a 9 based on how fun the game is and relaxing. It doesn't seem like a super serious battle royale and its just fun. It is also FREE ON PS PLUS. You can't beat that!! If you enjoy mario party and fuzion frenzy back in the day, highly suggest playing this. It will give you some good laughs and also some stressful moments on the final stage. Hexagon or Fall Mountain are intense! Once they release new content and maybe an option to not play team based games...this will be a 10!",https://www.metacritic.com/user/fortwaynebatman,ps4
Ouztsshaw,user,"Aug 14, 2020",0,0,Booted from server and literally almost every game I've played. would have been a fun game that I would have been even willing to spend some extra money on. But the servers are absolutely garbage. Already deleting,https://www.metacritic.com/user/Ouztsshaw,ps4
bewarechameleon,user,"Aug 14, 2020",8,1,"a bright and cheerful game that will definitely bring a smile in times of sadness or depression. if you like takeshi's castle and wipeout, you will absolutely love this game. this game is designed for you to get infuriated, to joke around, to play with family, friends and strangers but more importantly...to have fun<br/><br/>that doesn't mean it's perfect though, it does suffer from tremendous lag from having so many players on screen at once, controller input can be a little stressful and constant disconnection problems but overall this is a game is fun, cheerful and brimming with colour. you will without a doubt have a blast",https://www.metacritic.com/user/bewarechameleon,ps4
Thomaq,user,"Aug 14, 2020",3,0,"Feels as something fresh within the gaming community yet the game feels extremely repetitive, feels clunky and leaves a lot to the imagination. I think the game wouldn't have been as popular as it is if PSN had not chosen to make it free. The reason this game got such good  reviews is beyond me. I uninstalled it rather quickly.",https://www.metacritic.com/user/Thomaq,ps4
SteamingWade,user,"Aug 14, 2020",7,0,"This game has so much potential, that I guess that if Sony and the developers knew this would never had make it to PS Plus.<br/>When Sony announced august games I was pretty annoyed, I was not expecting at all such a game to be this much fun, but I guess neither their developers did due to the many problems with the server experienced in the last month, and to me all of this sudden success rise a question ¿is this going to become a unfinished game with one hell of microtransactions? or are they going to focus first in the game and then in the microtransactions, I hope developers take the second choice, because we've seen too much **** with games like PUBG where developers were all the time implementing new cosmetic **** without solve more urgent problems.<br/>At the end of the day I think this game could be a 10, and I guess that only time will tell if it becomes a 10 or not.<br/><br/>Pros:<br/>*Adictive gameplay<br/>*Fun as hell to play alone or with your mates<br/>*Free with PS Plus<br/><br/>Cons<br/>*Server problems<br/>*Some minor laggy response<br/>**** Infallible trophy... what in the name of god were they thinking? if you as me like to hunt trophies, you better forget about this one, unless you are the luckiest person in the world or are willing to sacrifice a unborn child of a virgin mother to all gods and demons of every religion, myth, cult and fantasy book (which is all the same)",https://www.metacritic.com/user/SteamingWade,ps4
Kung_Kjartan,user,"Aug 14, 2020",10,0,"Excellent soundtrack, really fun gameplay and colourful visual. My personnal game of the year so far.",https://www.metacritic.com/user/Kung_Kjartan,ps4
lcipri,user,"Aug 13, 2020",9,0,"Cool game...very funny and challenging sometimes. It is good that a battle royal could be something else, not just shooters. Great job!",https://www.metacritic.com/user/lcipri,ps4
SuperkenGaming,user,"Aug 13, 2020",8,4,"Fall Guys: Ultimate Knockout<br/>A great game that falls flat<br/>Fall Guys is a 60 person battle royal gameshow where you take on 59 other players in attempt to grab the fall guys crown.<br/>Fall Guys is super accessible and easy to jump into, you only have to worry about 3 controls, jump, dive grab, that’s all you need to do a you race through obstacles against other players, battle each other in team modes, and dodge obstacles round by round, players slowly getting eliminated until the 5th and final championship round…<br/>At first Fall Guys is super addictive, its bright, its colorful, the obstacles are fun and frustrating too! But frustrating in a good way! You never get upset when you’re eliminated, you just dust yourself off and go back at it… and based on how far you get in each episode, you’ll be rewarded points to spend in the shop… and this is where fall guys falls flat on its face.. Content… fall guys ultimate knockout is lacking content big time, and while yes I understand this game is free for PlayStation plus members at the time of this review, fall guys ultimate knockout is not a free game... I repeat, this is not a free to play game...<br/>There are 24 mini games, but with 5 rounds an episode, you get to see all this game has to offer fairly quickly.. That being said that’s not necessarily fall guys biggest problem in the content department... the biggest problem is in its customization... a huge lack of customization options, the store changes every day rather than you saving up your kudos or crowns for a special item you actual want… which leads to thousands of players, looking pretty identical which I feel defeats the whole purpose of a game like a fall guys, this is an individual game show, give me more options to feel like an individual, rather than be a bird or a be a wolf, sorry about the servers you can be a cactus, thanks for the 3 options..<br/>overall I really love fall guys, its dumb fun and really hard to put down, there are a few mini games that can sour the fun a bit like tip toes, and obviously people that find ways to cheat, but moments where other players are being jerks and ruining the game for others is few and far between, but with more customizable options that are reasonably obtainable, something to really go for and earn.. And fall guys turns into something near amazing.<br/>For what it is now<br/>I give Fall Guys: Ultimate Knockout<br/>an 8/10",https://www.metacritic.com/user/SuperkenGaming,ps4
JoaoGhost,user,"Aug 13, 2020",10,0,"Very fun game and for a very nice price, I hope you have updates with new content",https://www.metacritic.com/user/JoaoGhost,ps4
vgolev,user,"Aug 13, 2020",4,1,"Don't understand the hype about this game. Just average game with not responsive controls and too much random impact. Especially team levels.. they should be removed completely, moved to a special separate mode or at least pushed to the first place, when if you loose, you don't waste all previous rounds. All bloggers and reviewers are telling how fun that game is. Imo, 4/10 of fun.",https://www.metacritic.com/user/vgolev,ps4
aiTarget,user,"Aug 13, 2020",1,0,"Hi ping and input lag, servers are really crap. Why not make servers before you release the game?",https://www.metacritic.com/user/aiTarget,ps4
Hennrio,user,"Aug 13, 2020",0,0,Team games in a battle royale ruins the game completely no skilles matchmaking,https://www.metacritic.com/user/Hennrio,ps4
andgarciabr,user,"Aug 13, 2020",10,0,Melhor que TLOUS!<br/>Tão foda que fez a Microsoft adiar o lancamento do Ralo por medo de perder o Goty de melhor multiplayer.,https://www.metacritic.com/user/andgarciabr,ps4
AmandaCrespo,user,"Aug 13, 2020",10,0,"É muito divertido e colorido,fases difíceis de passar e fazem você querer tentar de novo e de novo.",https://www.metacritic.com/user/AmandaCrespo,ps4
Mangle25,user,"Aug 13, 2020",9,0,yo jugue el beta y me enamore del juego yo pense que iva a fallar pero cuando llego el juego y empesocon los podrema de serviro obvio uno se va a enojar y desir que no bale la pena pero<br/>cuando a llegaro un juego con un buen servidar en su dia de lansamiento?,https://www.metacritic.com/user/Mangle25,ps4
JesuMachu,user,"Aug 13, 2020",10,0,Es un juego muy divertido para jugar solo o con amigos y ya los servidores están  funcionando correctamente,https://www.metacritic.com/user/JesuMachu,ps4
xVictor,user,"Aug 13, 2020",10,0,"Extremamente divertido, o jogo te dá vontade de repetir várias vezes a brincadeira",https://www.metacritic.com/user/xVictor,ps4
Sambrosquey10,user,"Aug 13, 2020",9,0,"The game is very good, it's something different from what has been seen these years, but they should add more modes and improve the capacity since the server are crashing every time",https://www.metacritic.com/user/Sambrosquey10,ps4
Spetex,user,"Aug 13, 2020",8,0,In my opinion the best battle royale game.<br/>The only things i dont like is that it takes sometimes forever to get into a new round.  And the soundtrack also isn't that good.,https://www.metacritic.com/user/Spetex,ps4
kirkender,user,"Aug 13, 2020",7,0,It's super fun and super cute. This is the kind of massively multiplayer game that anyone can enjoy. The bugs present are quite numerous and it drags the experience down quite a bit. Once those are ironed out this will be a dream.,https://www.metacritic.com/user/kirkender,ps4
Elvenecoloco,user,"Aug 13, 2020",10,0,Es un buen juego lo único que le vería malo es el matchmaking para los novatos,https://www.metacritic.com/user/Elvenecoloco,ps4
Klarmi,user,"Aug 13, 2020",6,0,"This game is ok to play a few hours, but it gets boring fast. and the game is very clunky and the controls are not very good. often you cant controll your character, the input you do is not translated right into the game because it makes something different. often it depends on luck if your character does the right thing or not because other people touch you and move you away from the way you go and too many ppl are in the same spot and it just makes it impossible sometimes do move your character how you want it. thats the reason i often cant make it through the third round. the stages often repeat in the first rounds, but thats were one of the problems are. if you cant make it to a higher round, you will just keep playing the same three stages. and the other ones you get if you get higher will also get boring really fast. and the thing you have to grind (dont know the name) is just too long to buy clothes/cosmetic stuff with it. so they want 20$ for the game which is only 5$ worth in my opinion, and then more money for cosmetic stuff? and i have already seen a few hackers, so this doesnt make the game easier. this game is not bad at all, dont understand this wrong. it is fun maybe a few min on a day, but it just doesnt have something which wants you to play this game longer. im not sure how long this game will survive, but we will see. this game makes it job, it gives you what you expected from the game, but its not something revolutionary like a 10/10. but its ok like a ""6"". worth to play if you get it for free, but not for 20$",https://www.metacritic.com/user/Klarmi,ps4
SamuelGarcia,user,"Aug 13, 2020",1,0,Buy at your own risk because this game will piss you off if feels like it choose hew to win at the final round and it really pisses me off I tried more than 24hrs but got no where **** this game  not worth the money don't buy it I got it for free lol f u devs..,https://www.metacritic.com/user/SamuelGarcia,ps4
THIALA,user,"Aug 12, 2020",10,2,"Muy divertido, colorido y para pasar un buen rato con los amigos, tiene su dificultad y eso le da un plus mejor :)",https://www.metacritic.com/user/THIALA,ps4
Kjk2000,user,"Aug 12, 2020",3,0,This game is just okay nothing spectacular just fun and frustration for 2 hours then you will delete it,https://www.metacritic.com/user/Kjk2000,ps4
tomamazing,user,"Aug 12, 2020",2,0,"The absolute most frustrating game I've ever played, both in its incredibly poor online performance, and in it's haphazard ""get shoved around by mob"" gameplay.",https://www.metacritic.com/user/tomamazing,ps4
Adequately,user,"Aug 12, 2020",8,0,"This game had a rocky start on PS4 with servers needing maintenance numerous times. Moreover, I have experience several times at which I go into a game while in a party and my friends stay in the lobby. I have also experienced the other way around where we all queue together and I am left out.<br/><br/>That being said, it is a fresh take on the usual battle royale genres. These game modes aren't original, but plays well overall. The animation style is cute, fun, and vibrant with a cool array of different customization options.<br/><br/>I personally really enjoy the soundtrack, but is not as smooth when swabbing between tabs and queuing.<br/><br/>The gameplay can be a mix of frustrating and fun, but that is what makes it satisfying to win. It is a fun game to play for casual gamers. People complaining about this game needing luck to win the team-based modes are understandable, but not out of the ordinary for battle royale games. If you drop in an area with poor loot in another game, chances are you will not last as long.<br/><br/>The amount of modes are alright and I maintain interest for awhile, but I may lose interest if they do not consistently bring new modes. They are competing with big battle royale games with consistent medium to major updates every couple of weeks, so I am not as accustomed to games with fewer updates of this genre. In other words, I really hope this game can keep up with keeping this game fresh with new items and modes to come. To my knowledge, as of writing this, they are already adding a new mode and have talked about seasons which keeps my interest in this game for the foreseeable future.<br/><br/>For this game in particular, I believe player bases will calm down when the hype train calms down, and therefore I think (and hope) it will be necessary to add cross play in the future. Cross play should become a standard as we enter a new generation of consoles.<br/><br/>Finally, I think the UI could be massively improved in the menus and quitting the game. It feels rather clunky and sudden.",https://www.metacritic.com/user/Adequately,ps4
Cristian1993,user,"Aug 12, 2020",9,0,"Muy divertido, es la clase de juegos que hace mucho no se ve: uno que pide muy poco y devuelve mucho.",https://www.metacritic.com/user/Cristian1993,ps4
BobbyTarantino,user,"Aug 12, 2020",6,0,"a man goes to the doctor. says he's depressed. he says life seems harsh and cruel. says he feels all alone in a threatening world where what lies ahead is vague and uncertain. the doctor says ""the treatment is simple. the great clown pagliacci is in town tonight. go and see him, that should pick you up."" the man bursts into tears. he says ""but doctor... i am pagliacci.""",https://www.metacritic.com/user/BobbyTarantino,ps4
Superochin,user,"Aug 12, 2020",9,0,"El juego esta muy bien es divertido un poco frustrante, pero es normal. Encuentro que como salio hace poco aun tiene bastantes cosas que se pueden arreglar y/o mejorar, personalmente el modo de las colas no me gusta para nada y por ultimo yo agregaría otro modo de juego en el que caigan bolas de el cielo y debes esquivarlas y donde vaya a caer la bola aparezca una sombra o algo que lo indique",https://www.metacritic.com/user/Superochin,ps4
crashyandspiro,user,"Aug 12, 2020",10,1,This is the best multiplayer game I've ever played. It's fun and addictive and if you don't have PS plus it's still worth the money.,https://www.metacritic.com/user/crashyandspiro,ps4
Jes1310,user,"Aug 12, 2020",7,1,"Fall Guys is probably the most stupid computer game I have ever tried. It is also very funny and great fun for the whole family. The level designs are cool, but some are totally random. But I suspect that the randomness is just a part of the game.<br/>One big thing is missing and that is the ability to play vs on the same consol / couch.",https://www.metacritic.com/user/Jes1310,ps4
PesadeloNuclear,user,"Aug 11, 2020",0,1,"Disconnets all the time, no way to to play on ps4. Cant say much because cant play.",https://www.metacritic.com/user/PesadeloNuclear,ps4
PJH91,user,"Aug 11, 2020",10,2,Such a fun game. Fun with groups and doesn't take itself too seriously! It's free on ps plus so can't complain,https://www.metacritic.com/user/PJH91,ps4
ras1811681,user,"Aug 11, 2020",10,0,Jogo muito divertido e intuitivo! Very fun and intuitive game! It has a big number of randoms situations but this makes lose or to win everytime!,https://www.metacritic.com/user/ras1811681,ps4
Davistorres93,user,"Aug 11, 2020",10,0,"Is so funny very recommend , you must play this hit is very incredible, you may have to be patient to win!",https://www.metacritic.com/user/Davistorres93,ps4
GameHawk36,user,"Aug 11, 2020",4,0,Fun game but repetitive fast and the controls are pretty bad.   Game needs a big update to be decent.,https://www.metacritic.com/user/GameHawk36,ps4
stephencongdon,user,"Aug 11, 2020",0,5,"Decently fun game if and when you get to play, which for me is maybe 1/3 of the time i get on. At least half of those times, errors cause me either to be booted from a match or quit incorrectly. Happy to update once this becomes playable.<br/><br/>I Updated: all the glitches this game has caused me to rate it worse.",https://www.metacritic.com/user/stephencongdon,ps4
Lipe1986,user,"Aug 11, 2020",9,0,Excelent Game Muito Divertido !!!<br/>Jogo muito Bom !!!<br/>Bastante Engracado  !!!,https://www.metacritic.com/user/Lipe1986,ps4
Alfheira,user,"Aug 11, 2020",0,6,This is basically Takeshi’s Castle the video game. It's vomit inducing cute and colorful but that's not it's biggest flaw. I won't say there's no skill involved but the outcome is more often just pure luck. Whenever you get into a level that requires a team win to progress all your skill and experience in the game is worth nothing if you're team loses. It's a waste of time.,https://www.metacritic.com/user/Alfheira,ps4
SidNQ1001,user,"Aug 11, 2020",9,0,"Incrivel, super divertido para se jogar sozinho ou com os amigos, o jogo é bonito e muito colorido, tem bons controles e bons efeitos sonoros",https://www.metacritic.com/user/SidNQ1001,ps4
apollocombat,user,"Aug 11, 2020",0,4,"Badest game of the year. big connection problems, bad gameplay and **** graphics.<br/>The people who like this game are stupid idiots.",https://www.metacritic.com/user/apollocombat,ps4
patrok0021,user,"Aug 11, 2020",10,0,muy dificil pero tambien es  muy divertido para pasarlo con amigos.nada mas ojala que mejoren los servidores,https://www.metacritic.com/user/patrok0021,ps4
Slimrabbit71,user,"Aug 11, 2020",6,0,Iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,https://www.metacritic.com/user/Slimrabbit71,ps4
CauzeMythical,user,"Aug 11, 2020",6,3,geesh this game is fun but gets boring very quickly game modes get repetitive customization is terrible but its uniqeness makes it different of every br out,https://www.metacritic.com/user/CauzeMythical,ps4
MechLeon16,user,"Aug 11, 2020",9,1,Good mechanics and very fun gameplay   I love it   goooooooooooooooood game,https://www.metacritic.com/user/MechLeon16,ps4
turansoylu,user,"Aug 10, 2020",8,0,"Ps4'te Ps Plus hediyesi olarak aldım. Eskiden tv8de çıkan esprili Ninja Warrior yarışmasını çok severdim. O tadı bıraktı ağzımda. En fazla 60 online oyuncu ile birlikte paldır küldür koşup engelleri aştığımız, zaman zaman takım çalışması yaparak tur atlamaya çalıştığımız harika bir oyun olmuş. Tabi ki DEVOLVER firmasından.",https://www.metacritic.com/user/turansoylu,ps4
soryn1989,user,"Aug 10, 2020",5,4,"Okish, fun to play a couple rounds until moving to something else. It gets annoying sometimes with the controls or with matchmaking, it is ok to pass some time, play a couple of rounds and that's it.",https://www.metacritic.com/user/soryn1989,ps4
Nawfalinoben,user,"Aug 10, 2020",10,1,Very nice concept and gameplay but need some updates for new mods and features,https://www.metacritic.com/user/Nawfalinoben,ps4
Drukoth,user,"Aug 10, 2020",2,7,Fun game but with a several server issues and price to high in steam. Should be free with micropayments.,https://www.metacritic.com/user/Drukoth,ps4
laciaty101,user,"Aug 10, 2020",0,4,"Fall guys, the ultimate knockout, may be fun but is a is a microtransaction hell. I refuse to support it with my vote or wallet.",https://www.metacritic.com/user/laciaty101,ps4
TheExpertGuy,user,"Aug 10, 2020",2,5,"Initially fun in the first few days when all the game modes were fresh, but has already gotten stale.<br/><br/>Tail Grab Mechanics are abysmal. Team balancing early on pretty horrendous. Five consecutive matches where the game has crashed while leaving after being eliminated, thus forfeiting your hard earned points (two of those matches had 1st place race finishes). Needed a bit more time to cook before it should've been opened to the public. *Note this review isn't taking the server issues into account (I'll give them the leeway there)",https://www.metacritic.com/user/TheExpertGuy,ps4
ViolenceBR,user,"Aug 10, 2020",9,0,"This game is so funny, but have a few maps need put more maps.. and improvised connect",https://www.metacritic.com/user/ViolenceBR,ps4
zCalu,user,"Aug 10, 2020",0,3,Great potential but servers keep crushing wich makes it unplayable. Lost a crown because of this.,https://www.metacritic.com/user/zCalu,ps4
noctropolis,user,"Aug 10, 2020",10,1,"Phenomenal! Pure joy of play, great sense of humor, lots of laughs. Amazing design of levels, superb ideas of competitions (but just races are my favorites). Great, simple controls, nice graphics, lovely characters. Game is ideal both for short (even 10 minutes) and long (2 hours and above) sessions. The only problem is camera (view angle) works not well often, but it can be easily fixed. I'm also waiting for split screen couch co-op feature. Congratulations for devs for making so great game!",https://www.metacritic.com/user/noctropolis,ps4
Avaratan,user,"Aug 10, 2020",1,4,"Havent seen such a bad game in a long time. The controls are just slow and clunky, every round is only based on luck and nothing else... Waste of time for any player. Maybe only for those who are lucky in games",https://www.metacritic.com/user/Avaratan,ps4
pierocritic10,user,"Aug 10, 2020",10,3,de los mejores juegos del año hasta me parece mas divertido que the las of us 2 obvio que the las of us tiene mejores graficos y todo pero esto me parece mas divertido ademas no hay feminismo e inclusion que esa mierda ya aburre,https://www.metacritic.com/user/pierocritic10,ps4
Eduarfin,user,"Aug 10, 2020",10,0,"Finalmente um jogo divertido ! Viciante , e depois de algumas jogadas você já domina.",https://www.metacritic.com/user/Eduarfin,ps4
Black__Baboon,user,"Aug 10, 2020",9,0,"Игра не хватает звёзд с неба, это не сверхновый геймплея, но она просто весёлая, особенно с друзьями. Всем советую, особенно приятно было её бесплатно  получить",https://www.metacritic.com/user/Black__Baboon,ps4
steco2000,user,"Aug 10, 2020",8,4,"An unexpectedly fun and interesting game, and a breath of fresh air. Good variety of levels, with some of them really original. I don't really appreciate team games, which are often poorly balanced and, in my opinion, out of place for a game of this type, but that's okay. A few problems with the servers in the first days, but nothing serious considering the large influx of players. Even better when played with friends. Considering that it is free for all ps plus subscribers, it is a must try.",https://www.metacritic.com/user/steco2000,ps4
PorcoGordox,user,"Aug 10, 2020",7,0,"Joguinho divertido mas com poucos minigames ainda. Espero que com as atualizações eles implementem mais modos de jogo. No mais, tem bastante variedade de roupinhas e acessórios.",https://www.metacritic.com/user/PorcoGordox,ps4
RyanTheAmateur,user,"Aug 10, 2020",8,0,"i chose to give this game an 8 solely due to the fact that the servers have been up and down since launch and sometimes for hours at a time but overall it's everything a Battle Royale Type game should be with levels that make you laugh/rage along with some great outfits to make your Fall Guys grind worthwhile and you can show them off to all your friends for bragging rights. It's simple, fun, hard at sometimes if you are not on your game but once you get your first crown it'll have you crawling back for more glory. i see a successful run for this game in the future with all new levels, outfits, dlc's and more! Stumble towards greatness.",https://www.metacritic.com/user/RyanTheAmateur,ps4
Dizzle_Dogg97,user,"Aug 10, 2020",5,4,"This game has a lot of potential and it looks fun but there are some glaring issues that prevent this game from being enjoyable:<br/><br/>*The controls are terrible. Half of the time I am jumping onto a flat surface, falling over and scrambling to get up for 5 seconds. The lag delay from pressing a button to the action happening is intolerable. The grab mechanic is glitchy as grabbing a tail from point blank will not work<br/>*Too many players in the lobby. Half of the time you are clustered in a horde of players getting bounced off a cliff, glitching out or getting grabbed. Some players will even spawn on top of you and knock you over<br/>*The game gets boring after 20 minutes. There aren't many mini games to play and you know every one of them after a few play throughs<br/>*Team mini games are trash. Half of the time you are paired up with people who have no idea what to do or you get ganged up on by the other teams<br/><br/>On the positive side of things, Fall Guys does have some good things going for it:<br/>*Nice cosmetic and levelling up systems. Constant reward gives more incentive to play<br/>*The game itself has enjoyable characters, good graphics and can be funny to watch<br/>*A more creative BR game as it is not just a generic shooter like Fortnite, Cod and Apex.<br/><br/>Fall Guys is a brilliant idea, just executed poorly. Nothing that some patches can't fix though. Drop the player count to 40, smoother controls, less player collision and more variety in mini games. Looking forward to see what this game can offer in the future",https://www.metacritic.com/user/Dizzle_Dogg97,ps4
Tallgueese,user,"Aug 10, 2020",6,1,You get so much fun just by watching and much more by playing it. If they put more variety on the minigames it will be much better. Better on PC though.,https://www.metacritic.com/user/Tallgueese,ps4
Pbl999,user,"Aug 10, 2020",10,0,"Juego divertido para pasar el rato con amigos,hay gente que da asco pero es como un 5% de toda la gente que lo juega",https://www.metacritic.com/user/Pbl999,ps4
ChadWarden,user,"Aug 10, 2020",0,4,Trophy List Is TERRIBLE. PLEASE UPDATE THE DAMN LIST!!!!!!!!!!!!!!!!!!!!!!!,https://www.metacritic.com/user/ChadWarden,ps4
DontBlendpuppys,user,"Aug 10, 2020",10,1,"This game is brilliant for kids and adults together, we are having a right blast!<br/>Those people talking about disconnections etc is absolute pants. Played 4 hours and had one disconnection...thats it.<br/>No lagging, no issues.they clearly need better internet!",https://www.metacritic.com/user/DontBlendpuppys,ps4
RCOLEMAN03,user,"Aug 10, 2020",9,0,"I love this game.<br/>It's so fun and bonkers! It could do with a few fixes to matchmaking when in a party, but other than that. It's a brilliant game with some wacky party games and I can't wait to see what else the team do.",https://www.metacritic.com/user/RCOLEMAN03,ps4
PonchikDen,user,"Aug  9, 2020",10,0,Самый весёлая и интересная королевская битва! 10/10<br/>Не хватает только возможности играть двоём на одном экране и возможность самому создавать уровни...,https://www.metacritic.com/user/PonchikDen,ps4
viachicago22,user,"Aug  9, 2020",10,0,Incredibly addictive fun! Nintendo fans will love it. Reminds me of Splatoon a little,https://www.metacritic.com/user/viachicago22,ps4
CaptainCUCK,user,"Aug  9, 2020",10,0,"De hace rato no jugaba un juego multijugador que me sacara tantas risas. Muy buen juego y bastante divertido, espero que agreguen más cosas próximamente.",https://www.metacritic.com/user/CaptainCUCK,ps4
Joker9086,user,"Aug  9, 2020",5,1,El juego es divertido sin embargo tiene muchos puntos negativos que lo vuelven demasiado frustrante. Por ejemplo molesta mucho el hecho de que el juego en algunas situaciones depende tanto de la suerte. Los modos como los de equipos pasas a la siguiente fase simplemente si te toca un equipo bueno. Esto claramente con un juego estilo survival no encaja para nd porque teoricamente deberian pasar los mejores. Ademas de esto el gameplay es bastante torpe. El personaje se la pasa tropezandose incluso cuando ni te tocaron.Finalmente los niveles son siempre los mismos haceindolo sumamente repetitivo,https://www.metacritic.com/user/Joker9086,ps4
Superpulga,user,"Aug  9, 2020",10,2,"El juego es muy bueno, divertido, entretenido. Solo que la compañía que lo creó no sabía que iba a tener tantos jugadores. Y por eso los servidores están muy llenos, y por eso te saca de la partida. Pero de seguro lo mejorarán...",https://www.metacritic.com/user/Superpulga,ps4
Lynchzinho,user,"Aug  9, 2020",9,1,"such a fun game. Fire it up with some friends and basically play the Takeshi's Castle or Wipe Out video game. 60 players, 5 rounds of mini games and 1 person left standing at the end. Very simple and just a fun game. Played it with my girlfriend who's not much of a gaker and she loved it and even got gamer rage when she came so close to winning it all but was just pipped at the post. Some of the mini games could be better, like the matching fruit on the floor kinda sucks. Grab the tail isn't great and the diving through the rings one seems more rng than skill but still just a fun game,with so many more game modes they could add. After you get a few wins under your belt you feel great, knowing that you slapped those little kids in that lobby & dominating the competition. I'd love them to add a dodgeball mode!",https://www.metacritic.com/user/Lynchzinho,ps4
TheLastGermane,user,"Aug  9, 2020",8,0,"Ziemlich cooles und witziges Spiel, etwas was es noch nie gab. Pro: Es erinnert mich an Takashis Castle. Es ist nicht ganz einfach und bietet eine Menge Spaß.<br/><br/>Contra: Es gibt zu wenig Match Variationen.",https://www.metacritic.com/user/TheLastGermane,ps4
Blamblam,user,"Aug  9, 2020",0,6,Fun game but keeps crashing and disconnecting. Which ruins the game. Especially if your in final round,https://www.metacritic.com/user/Blamblam,ps4
ToshLichev,user,"Aug  9, 2020",7,0,"There certainly is room for the ""I'll pllay for 20 mins to kill the time, and stop"" type of games and Fall Guys is just that. It's fun quirky style, short game sessions, variety of levels and simple controls are perfect for just that and it really hooks you into playing ""just one more round"" again and again and again... when it works.<br/>Unfortunately, that's not too often. In the week since it's release I feel like I've had tons of fun 50% of the time and the other 50% I've either been fighting choppy fps, lag, disconnections or straight up servers being down.<br/>On the level variety, while there are a good number of levels, some just don't work when played with people who are... ""less than smart"", becoming an annoying series of pushing, not getting where you need to because of someone who seems braindead and overall just getting frustrated which is the exact opposite of the game's purpose.<br/>Fall Guys' seasonal concept seems promising and with a good amount of work on the servers and on better level variety it could end up being a great overall experience. For now however it's a 7/10 - good but not great.<br/><br/>P.S. The fox tail levels just don't work, get rid of them, the mechanics are broken.",https://www.metacritic.com/user/ToshLichev,ps4
GabFire,user,"Aug  9, 2020",8,3,"Apesar de eu já ter visto a Devolver fazer jogo melhor que esse, acabei curtindo quando foi dado na Playstation Plus, não é nada épico e nem inovador, mas é um bom jogo para passar um tempo com seus amigos. Recomendo somente para quem for pegar na Playstation Plus de Agosto de 2020, se você está lendo isso depois desse mês e quer comprar, acho que tem jogos melhores.",https://www.metacritic.com/user/GabFire,ps4
Travis40508,user,"Aug  9, 2020",3,4,"Fun game. Unfortunately it's ruined by the fact that it has more bugs than Sim Ant, and the worst physics of any post-1985 title I've ever played.",https://www.metacritic.com/user/Travis40508,ps4
